Timestamp,Direction,Speed
2023-09-01 22:55:11,,0
2023-09-01 22:55:11,,0
2023-09-01 22:55:11,,0
2023-09-01 22:55:11,,0
2023-09-01 22:55:11,,0
2023-09-01 22:55:11,,0
2023-09-01 22:55:11,,0
2023-09-01 22:55:11,,0
2023-09-01 22:55:11,,0
2023-09-01 22:55:11,,0
2023-09-01 22:55:11,,0
2023-09-01 22:55:11,,0
2023-09-01 22:55:11,,0
2023-09-01 22:55:11,,0
2023-09-01 22:55:11,,0
2023-09-01 22:55:11,,0
2023-09-01 22:55:11,,0
2023-09-01 22:55:11,,0
2023-09-01 22:55:11,,0
2023-09-01 22:55:11,,0
2023-09-01 22:55:11,,0
2023-09-01 22:55:11,,0
2023-09-01 22:55:11,,0
2023-09-01 22:55:11,,0
2023-09-01 22:55:11,,0
2023-09-01 22:55:11,,0
2023-09-01 22:55:11,,0
2023-09-01 22:55:11,Upward,50.28916384272063
2023-09-01 22:55:11,Upward,14.0
2023-09-01 22:55:12,Upward,2.0
2023-09-01 22:55:12,Upward,31.064449134018133
2023-09-01 22:55:12,Downward,11.045361017187261
2023-09-01 22:55:12,Right,2.0
2023-09-01 22:55:12,Downward,2.8284271247461903
2023-09-01 22:55:12,Upward,0.0
2023-09-01 22:55:12,Right,2.0
2023-09-01 22:55:12,Downward,13.416407864998739
2023-09-01 22:55:12,Downward,5.0
2023-09-01 22:55:12,Downward,199.82242116439286
2023-09-01 22:55:12,Right,4.0
2023-09-01 22:55:12,Right,7.0
2023-09-01 22:55:12,Downward,7.211102550927978
2023-09-01 22:55:12,Downward,3.0
2023-09-01 22:55:12,Downward,3.0
2023-09-01 22:55:12,Downward,3.0
2023-09-01 22:55:12,Downward,3.0
2023-09-01 22:55:12,Downward,3.0
2023-09-01 22:55:12,Downward,3.0
2023-09-01 22:55:12,Downward,3.0
2023-09-01 22:55:12,Downward,3.0
2023-09-01 22:55:12,Downward,3.0
2023-09-01 22:55:12,Downward,3.0
2023-09-01 22:55:12,Downward,3.0
2023-09-01 22:55:12,Downward,3.0
2023-09-01 22:55:12,Downward,3.0
2023-09-01 22:55:12,Downward,3.0
2023-09-01 22:55:12,Downward,3.0
2023-09-01 22:55:12,Downward,3.0
2023-09-01 22:55:12,Downward,3.0
2023-09-01 22:55:13,Downward,3.0
2023-09-01 22:55:13,Downward,3.0
2023-09-01 22:55:13,Downward,3.0
2023-09-01 22:55:13,Left,153.08167754502824
2023-09-01 22:55:13,Upward,62.76941930590086
2023-09-01 22:55:13,Upward,49.01020301937138
2023-09-01 22:55:13,Upward,47.0
2023-09-01 22:55:13,Upward,26.019223662515376
2023-09-01 22:55:13,Upward,16.0
2023-09-01 22:55:13,Upward,11.045361017187261
2023-09-01 22:55:13,Upward,6.082762530298219
2023-09-01 22:55:13,Upward,3.0
2023-09-01 22:55:13,Upward,2.0
2023-09-01 22:55:13,Upward,1.0
2023-09-01 22:55:13,Left,1.0
2023-09-01 22:55:13,Upward,0.0
2023-09-01 22:55:13,Left,1.0
2023-09-01 22:55:13,Left,2.0
2023-09-01 22:55:13,Left,2.23606797749979
2023-09-01 22:55:13,Left,2.0
2023-09-01 22:55:13,Downward,2.23606797749979
2023-09-01 22:55:13,Downward,1.4142135623730951
2023-09-01 22:55:13,Downward,1.4142135623730951
2023-09-01 22:55:13,Downward,1.0
2023-09-01 22:55:13,Downward,2.0
2023-09-01 22:55:13,Downward,1.0
2023-09-01 22:55:13,Downward,1.0
2023-09-01 22:55:13,Downward,1.0
2023-09-01 22:55:13,Downward,1.0
2023-09-01 22:55:13,Downward,33.015148038438355
2023-09-01 22:55:14,Downward,1.0
2023-09-01 22:55:14,Left,1.0
